State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code,Year,Month,Day,DayName,Quarter,Price_Range,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,01-03-2024,2000,3000,2500,85,2024,3,1,Friday,1,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,22-03-2024,1250,2150,1550,85,2024,3,22,Friday,1,900,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,30-03-2024,3500,4500,4000,85,2024,3,30,Saturday,1,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,04-04-2024,3500,4500,4000,85,2024,4,4,Thursday,2,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,19-01-2024,2500,3000,2800,85,2024,1,19,Friday,1,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,16-04-2024,1500,2250,1850,85,2024,4,16,Tuesday,2,750,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,24-01-2024,2000,3000,2500,85,2024,1,24,Wednesday,1,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,16-02-2024,2000,2400,2250,85,2024,2,16,Friday,1,400,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,06-03-2024,3500,4000,3750,85,2024,3,6,Wednesday,1,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,23-03-2024,3500,4500,4000,85,2024,3,23,Saturday,1,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,10-01-2024,3500,4000,3750,35,2024,1,10,Wednesday,1,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,11-01-2024,1800,2750,2500,35,2024,1,11,Thursday,1,950,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,23-01-2024,2500,3000,2750,35,2024,1,23,Tuesday,1,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,10-02-2024,2000,2500,2250,35,2024,2,10,Saturday,1,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,13-02-2024,1800,2200,2000,35,2024,2,13,Tuesday,1,400,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,16-02-2024,1800,2200,2000,35,2024,2,16,Friday,1,400,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,20-02-2024,2000,2400,2250,35,2024,2,20,Tuesday,1,400,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,04-03-2024,2000,3000,2500,35,2024,3,4,Monday,1,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,15-03-2024,1850,2550,2050,35,2024,3,15,Friday,1,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,03-04-2024,850,1550,1250,35,2024,4,3,Wednesday,2,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,10-04-2024,1800,2250,2000,35,2024,4,10,Wednesday,2,450,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,19-04-2024,2000,3000,2250,35,2024,4,19,Friday,2,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,12-09-2024,2850,3250,2900,35,2024,9,12,Thursday,3,400,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,18-09-2024,2500,3250,2750,35,2024,9,18,Wednesday,3,750,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,21-09-2024,3500,4500,4000,35,2024,9,21,Saturday,3,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,06-09-2024,2500,3500,2850,35,2024,9,6,Friday,3,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,13-09-2024,4000,4800,4500,35,2024,9,13,Friday,3,800,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,14-09-2024,3500,4500,4000,35,2024,9,14,Saturday,3,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,25-09-2024,2500,3250,2800,35,2024,9,25,Wednesday,3,750,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,06-09-2024,2500,3250,2750,85,2024,9,6,Friday,3,750,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,14-09-2024,3000,3750,3500,85,2024,9,14,Saturday,3,750,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,19-09-2024,2500,3050,2850,85,2024,9,19,Thursday,3,550,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,28-09-2024,2200,3050,2500,85,2024,9,28,Saturday,3,850,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,04-06-2024,1250,1950,1750,85,2024,6,4,Tuesday,2,700,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,27-06-2024,3000,3500,3250,85,2024,6,27,Thursday,2,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,18-06-2024,3500,4000,3750,85,2024,6,18,Tuesday,2,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,29-06-2024,3000,3500,3250,85,2024,6,29,Saturday,2,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,07-11-2024,1850,2550,2150,85,2024,11,7,Thursday,4,700,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,09-11-2024,1500,3250,2550,85,2024,11,9,Saturday,4,1750,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,19-11-2024,1850,2500,2150,85,2024,11,19,Tuesday,4,650,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,23-11-2024,1850,2550,2150,85,2024,11,23,Saturday,4,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,13-12-2024,1850,2550,2150,35,2024,12,13,Friday,4,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,14-12-2024,1850,2550,2250,35,2024,12,14,Saturday,4,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,17-12-2024,1850,2250,2150,35,2024,12,17,Tuesday,4,400,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,09-12-2024,1850,2550,2150,85,2024,12,9,Monday,4,700,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,10-12-2024,1500,2550,1850,85,2024,12,10,Tuesday,4,1050,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,18-12-2024,1500,2550,1850,85,2024,12,18,Wednesday,4,1050,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,27-12-2024,1250,2250,1850,85,2024,12,27,Friday,4,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,19-11-2024,1850,2850,2150,35,2024,11,19,Tuesday,4,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,05-10-2024,2500,3500,3000,85,2024,10,5,Saturday,4,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,10-10-2024,1550,2500,1850,85,2024,10,10,Thursday,4,950,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,28-10-2024,1550,3250,2500,85,2024,10,28,Monday,4,1700,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,07-10-2024,1500,2500,1850,85,2024,10,7,Monday,4,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,26-10-2024,1550,2550,1850,85,2024,10,26,Saturday,4,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,14-10-2024,1550,2650,1950,35,2024,10,14,Monday,4,1100,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,25-10-2024,1500,2850,2100,35,2024,10,25,Friday,4,1350,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,08-10-2024,1550,3050,1850,35,2024,10,8,Tuesday,4,1500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,24-10-2024,3000,4000,3500,35,2024,10,24,Thursday,4,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,14-11-2024,1850,2550,2150,85,2024,11,14,Thursday,4,700,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,22-11-2024,1550,2350,1950,85,2024,11,22,Friday,4,800,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,29-11-2024,1550,2500,1850,85,2024,11,29,Friday,4,950,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,11-09-2024,2400,2850,2600,35,2024,9,11,Wednesday,3,450,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,19-09-2024,2500,3300,3200,35,2024,9,19,Thursday,3,800,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,24-09-2024,4000,4500,4250,35,2024,9,24,Tuesday,3,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,27-09-2024,3000,4000,3500,35,2024,9,27,Friday,3,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,05-09-2024,2500,3500,3000,85,2024,9,5,Thursday,3,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,10-09-2024,3000,3750,3500,85,2024,9,10,Tuesday,3,750,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,25-09-2024,2500,3250,2850,85,2024,9,25,Wednesday,3,750,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,04-10-2024,1500,3000,2500,85,2024,10,4,Friday,4,1500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,17-08-2024,3500,4000,3750,35,2024,8,17,Saturday,3,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,05-08-2024,3000,3500,3250,85,2024,8,5,Monday,3,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,08-08-2024,2500,3500,2850,85,2024,8,8,Thursday,3,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,09-08-2024,3500,4000,3750,85,2024,8,9,Friday,3,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,24-08-2024,3000,3750,3500,85,2024,8,24,Saturday,3,750,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,13-12-2024,1580,2100,1850,85,2024,12,13,Friday,4,520,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,14-12-2024,1500,2100,1850,85,2024,12,14,Saturday,4,600,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,17-12-2024,1550,2550,1850,85,2024,12,17,Tuesday,4,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,20-12-2024,1250,1850,1550,85,2024,12,20,Friday,4,600,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,23-12-2024,1500,2500,1850,85,2024,12,23,Monday,4,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,28-12-2024,1250,2150,1850,85,2024,12,28,Saturday,4,900,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,05-10-2024,3500,4000,3750,35,2024,10,5,Saturday,4,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,04-10-2024,2100,3000,2500,35,2024,10,4,Friday,4,900,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,10-12-2024,1850,2750,2150,35,2024,12,10,Tuesday,4,900,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,18-12-2024,1500,2850,2150,35,2024,12,18,Wednesday,4,1350,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,21-12-2024,1250,2500,1850,35,2024,12,21,Saturday,4,1250,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,27-12-2024,1250,2450,1850,35,2024,12,27,Friday,4,1200,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,11-10-2024,1550,2500,1850,85,2024,10,11,Friday,4,950,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,13-11-2024,1850,2550,2250,35,2024,11,13,Wednesday,4,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,20-11-2024,2150,2850,2550,35,2024,11,20,Wednesday,4,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,22-11-2024,1850,2850,2150,35,2024,11,22,Friday,4,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,07-11-2024,2150,2550,2250,35,2024,11,7,Thursday,4,400,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,11-11-2024,1850,3000,2500,35,2024,11,11,Monday,4,1150,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,21-11-2024,1850,2750,2150,35,2024,11,21,Thursday,4,900,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,25-11-2024,1550,2850,1850,35,2024,11,25,Monday,4,1300,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,29-11-2024,1850,2550,2150,35,2024,11,29,Friday,4,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,04-09-2024,2500,3500,3250,35,2024,9,4,Wednesday,3,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,23-09-2024,4000,4700,4500,35,2024,9,23,Monday,3,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,26-09-2024,2500,3200,3000,35,2024,9,26,Thursday,3,700,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,18-01-2024,2000,3000,2500,85,2024,1,18,Thursday,1,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,09-02-2024,1800,2200,2000,85,2024,2,9,Friday,1,400,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,10-02-2024,1800,2500,2000,85,2024,2,10,Saturday,1,700,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,04-03-2024,3000,4000,3250,85,2024,3,4,Monday,1,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,15-03-2024,1500,2250,2000,85,2024,3,15,Friday,1,750,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,19-03-2024,1500,2000,1850,85,2024,3,19,Tuesday,1,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,19-04-2024,3500,4500,4000,85,2024,4,19,Friday,2,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,01-05-2024,4000,4500,4200,85,2024,5,1,Wednesday,2,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,16-05-2024,4000,4500,4250,85,2024,5,16,Thursday,2,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,28-05-2024,1050,1850,1250,85,2024,5,28,Tuesday,2,800,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,07-06-2024,3000,4200,3500,85,2024,6,7,Friday,2,1200,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,13-06-2024,3000,4000,3500,85,2024,6,13,Thursday,2,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,20-06-2024,3500,3800,3750,85,2024,6,20,Thursday,2,300,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,08-05-2024,1800,2500,2000,35,2024,5,8,Wednesday,2,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,14-05-2024,2000,2500,2250,35,2024,5,14,Tuesday,2,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,18-05-2024,1800,2250,2000,35,2024,5,18,Saturday,2,450,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,20-05-2024,2000,2150,2150,35,2024,5,20,Monday,2,150,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,25-05-2024,2000,2400,2250,35,2024,5,25,Saturday,2,400,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,27-05-2024,1250,2200,1850,35,2024,5,27,Monday,2,950,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,31-05-2024,3000,3500,3250,35,2024,5,31,Friday,2,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,15-01-2024,1500,2210,1950,35,2024,1,15,Monday,1,710,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,19-01-2024,3000,3500,3250,35,2024,1,19,Friday,1,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,24-01-2024,2500,3250,3000,35,2024,1,24,Wednesday,1,750,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,09-02-2024,2000,2500,2250,35,2024,2,9,Friday,1,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,14-02-2024,1650,2250,2100,35,2024,2,14,Wednesday,1,600,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,06-03-2024,2000,2500,2250,35,2024,3,6,Wednesday,1,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,14-03-2024,1800,2200,2000,35,2024,3,14,Thursday,1,400,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,26-03-2024,1550,2150,1850,35,2024,3,26,Tuesday,1,600,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,05-04-2024,1800,2500,2000,35,2024,4,5,Friday,2,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,13-04-2024,2000,2500,2250,35,2024,4,13,Saturday,2,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,23-04-2024,1500,2250,1800,35,2024,4,23,Tuesday,2,750,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,24-04-2024,1050,1850,1550,35,2024,4,24,Wednesday,2,800,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,01-04-2024,3000,4000,3500,85,2024,4,1,Monday,2,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,05-04-2024,3500,4500,4000,85,2024,4,5,Friday,2,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,09-04-2024,4000,4500,4250,85,2024,4,9,Tuesday,2,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,22-04-2024,4000,4800,4500,85,2024,4,22,Monday,2,800,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,11-01-2024,2500,3500,2700,85,2024,1,11,Thursday,1,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,28-02-2024,1500,2250,2000,85,2024,2,28,Wednesday,1,750,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,05-03-2024,3000,4000,3500,85,2024,3,5,Tuesday,1,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,21-03-2024,1250,2150,1850,85,2024,3,21,Thursday,1,900,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,26-04-2024,1250,1850,1550,85,2024,4,26,Friday,2,600,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,20-06-2024,3000,3500,3200,35,2024,6,20,Thursday,2,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,25-06-2024,1500,2500,2100,35,2024,6,25,Tuesday,2,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,27-06-2024,3250,4000,3500,35,2024,6,27,Thursday,2,750,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,02-07-2024,3000,3300,3250,85,2024,7,2,Tuesday,3,300,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,11-07-2024,3000,3500,3250,85,2024,7,11,Thursday,3,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,16-07-2024,3000,3750,3500,85,2024,7,16,Tuesday,3,750,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,19-07-2024,3000,3500,3250,85,2024,7,19,Friday,3,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,30-07-2024,1850,3000,2500,85,2024,7,30,Tuesday,3,1150,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,03-07-2024,3200,3700,3500,35,2024,7,3,Wednesday,3,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,04-07-2024,3000,3750,3500,35,2024,7,4,Thursday,3,750,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,11-07-2024,3500,3800,3750,35,2024,7,11,Thursday,3,300,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,13-07-2024,2500,3000,2850,35,2024,7,13,Saturday,3,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,18-07-2024,3500,4100,3750,35,2024,7,18,Thursday,3,600,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,23-07-2024,3500,4200,4000,35,2024,7,23,Tuesday,3,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,24-07-2024,3400,3550,3500,35,2024,7,24,Wednesday,3,150,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,27-07-2024,3000,4000,3750,35,2024,7,27,Saturday,3,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,23-10-2024,1550,2500,2150,35,2024,10,23,Wednesday,4,950,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,10-10-2024,1850,2850,2150,35,2024,10,10,Thursday,4,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,15-10-2024,3500,4200,4000,35,2024,10,15,Tuesday,4,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,16-10-2024,1850,2500,2150,35,2024,10,16,Wednesday,4,650,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,16-10-2024,1550,2250,1850,85,2024,10,16,Wednesday,4,700,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,08-10-2024,1555,2500,1850,85,2024,10,8,Tuesday,4,945,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,21-10-2024,1550,2550,2150,85,2024,10,21,Monday,4,1000,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,05-11-2024,1950,2750,2350,35,2024,11,5,Tuesday,4,800,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,02-05-2024,1550,2150,1800,85,2024,5,2,Thursday,2,600,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,15-05-2024,4000,4500,4250,85,2024,5,15,Wednesday,2,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,23-05-2024,4000,4500,4200,85,2024,5,23,Thursday,2,500,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,27-05-2024,1550,2150,1850,85,2024,5,27,Monday,2,600,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,30-05-2024,3500,4000,3700,85,2024,5,30,Thursday,2,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,08-01-2024,2000,2750,2500,35,2024,1,8,Monday,1,750,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,12-01-2024,3000,3500,3250,35,2024,1,12,Friday,1,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,18-01-2024,2500,3200,3000,35,2024,1,18,Thursday,1,700,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,29-01-2024,2250,3000,2500,35,2024,1,29,Monday,1,750,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,21-02-2024,2000,2500,2250,35,2024,2,21,Wednesday,1,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,22-02-2024,2000,2500,2250,35,2024,2,22,Thursday,1,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,02-03-2024,1850,2150,2000,35,2024,3,2,Saturday,1,300,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,13-03-2024,1750,2200,2000,35,2024,3,13,Wednesday,1,450,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,01-04-2024,1750,2500,2000,35,2024,4,1,Monday,2,750,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,15-04-2024,2000,2500,2250,35,2024,4,15,Monday,2,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,16-04-2024,850,1950,1250,35,2024,4,16,Tuesday,2,1100,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,22-04-2024,2000,2500,2250,35,2024,4,22,Monday,2,500,
Gujarat,Surat,Bardoli,Brinjal,Other,FAQ,30-04-2024,1750,2200,2000,35,2024,4,30,Tuesday,2,450,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,06-06-2024,1250,2250,1850,85,2024,6,6,Thursday,2,1000,
Gujarat,Surat,Bardoli,Bhindi,Other,FAQ,12-06-2024,3000,3700,3500,85,2024,6,12,Wednesday,2,700,
